[0.016s] Invoking command in '/home/dpkings/Multi-map/build/openslam_gmapping': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/dpkings/eyrc-24-25-logistic-cobot/install/ur5_control:/opt/ros/humble /usr/bin/cmake /home/dpkings/Multi-map/src/slam_gmapping/openslam_gmapping -DCMAKE_INSTALL_PREFIX=/home/dpkings/Multi-map/install/openslam_gmapping
[0.027s] -- Found ament_cmake: 1.3.10 (/opt/ros/humble/share/ament_cmake/cmake)
[0.153s] -- Override CMake install command with custom implementation using symlinks instead of copying resources
[0.230s] -- Configuring done
[0.247s] -- Generating done
[0.248s] -- Build files have been written to: /home/dpkings/Multi-map/build/openslam_gmapping
[0.251s] Invoked command in '/home/dpkings/Multi-map/build/openslam_gmapping' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/dpkings/eyrc-24-25-logistic-cobot/install/ur5_control:/opt/ros/humble /usr/bin/cmake /home/dpkings/Multi-map/src/slam_gmapping/openslam_gmapping -DCMAKE_INSTALL_PREFIX=/home/dpkings/Multi-map/install/openslam_gmapping
[0.252s] Invoking command in '/home/dpkings/Multi-map/build/openslam_gmapping': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/dpkings/eyrc-24-25-logistic-cobot/install/ur5_control:/opt/ros/humble /usr/bin/cmake --build /home/dpkings/Multi-map/build/openslam_gmapping -- -j8 -l8
[0.288s] [35m[1mConsolidate compiler generated dependencies of target sensor_base[0m
[0.288s] [35m[1mConsolidate compiler generated dependencies of target utils[0m
[0.304s] [ 13%] Built target utils
[0.304s] [ 27%] Built target sensor_base
[0.317s] [35m[1mConsolidate compiler generated dependencies of target sensor_odometry[0m
[0.317s] [35m[1mConsolidate compiler generated dependencies of target sensor_range[0m
[0.333s] [ 40%] Built target sensor_odometry
[0.335s] [ 54%] Built target sensor_range
[0.346s] [35m[1mConsolidate compiler generated dependencies of target scanmatcher[0m
[0.358s] [ 77%] Built target scanmatcher
[0.368s] [35m[1mConsolidate compiler generated dependencies of target gridfastslam[0m
[0.380s] [100%] Built target gridfastslam
[0.425s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/environment/library_path.dsv
[0.425s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/environment/library_path.sh
[0.425s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/environment/library_path.dsv
[0.426s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/grid/accessstate.h
[0.426s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/grid/array2d.h
[0.426s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/grid/harray2d.h
[0.426s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/grid/map.h
[0.426s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/gridfastslam/gridslamprocessor.h
[0.426s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/gridfastslam/gridslamprocessor.hxx
[0.426s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/gridfastslam/motionmodel.h
[0.426s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/log/configuration.h
[0.426s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/log/sensorlog.h
[0.426s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/particlefilter/particlefilter.h
[0.426s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/scanmatcher/icp.h
[0.426s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/scanmatcher/scanmatcher.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/scanmatcher/smmap.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/sensor/sensor_base/sensor.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/sensor/sensor_base/sensorreading.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/sensor/sensor_odometry/odometryreading.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/sensor/sensor_odometry/odometrysensor.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/sensor/sensor_range/rangereading.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/sensor/sensor_range/rangesensor.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/utils/autoptr.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/utils/commandline.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/utils/gvalues.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/utils/macro_params.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/utils/point.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/include//gmapping/utils/stat.h
[0.427s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/ament_index/resource_index/package_run_dependencies/openslam_gmapping
[0.428s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/ament_index/resource_index/parent_prefix_path/openslam_gmapping
[0.428s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/environment/ament_prefix_path.sh
[0.428s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/environment/ament_prefix_path.dsv
[0.428s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/environment/path.sh
[0.428s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/environment/path.dsv
[0.428s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/local_setup.bash
[0.428s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/local_setup.sh
[0.428s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/local_setup.zsh
[0.428s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/local_setup.dsv
[0.428s] -- Symlinking: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/package.dsv
[0.436s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/ament_index/resource_index/packages/openslam_gmapping
[0.436s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/cmake/ament_cmake_export_libraries-extras.cmake
[0.436s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/cmake/ament_cmake_export_include_directories-extras.cmake
[0.437s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/cmake/openslam_gmappingConfig.cmake
[0.437s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/cmake/openslam_gmappingConfig-version.cmake
[0.437s] -- Up-to-date symlink: /home/dpkings/Multi-map/install/openslam_gmapping/share/openslam_gmapping/package.xml
[0.439s] Invoked command in '/home/dpkings/Multi-map/build/openslam_gmapping' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/home/dpkings/eyrc-24-25-logistic-cobot/install/ur5_control:/opt/ros/humble /usr/bin/cmake --install /home/dpkings/Multi-map/build/openslam_gmapping
